Sentiment,tweet
1,math class totally lost playing concert fri night sat last sun life good good
0,left friends house can back tomorrow
1,want need id def kinda birthday
0,yeah ve awful mood day pretty generally
1,says amazon package shipped can wait here maybe can
1,will
1,showing magic
0,mad head good
1,thunder lightning awesome
1,just min walk house
0,finally work project predicted finish time pm
0,first day working smooth missing camping weekend bon can miss
0,proud keep shape worth genes gym
1,thanks who following appreciated
1,am currently making thanks recipe finally acid loads
1,sounds like fun
0,hungry ll attempt sleep
0,waiting ferry line port min wait
0,finally home able relax feel time sure worse
0,sad times dog died today awesome
0,history days still need learn half course hate past
1,saw asking heroes con know good helping
1,bitch lets swap will ha say ur girl who fell
0,yes love saw great now looking hamburg
1,world
0,still not contact api usage
0,miss indiana county virginia
1,india wins test series new zealand years rain final day india won third test
1,yeah think
1,fm case clear
1,trying figure whole
0,velvet hammer don like
1,yes code only works can discounts bulk purchases
1,ll shortly
0,birthday
1,good morning hope fabulous day miss love jake safe
1,guitar lessons good xx
0,can believe beautiful shoes
0,starting gym tomorrow going gym hair hard being girl
0,wish left hair dead ends cut miss long
0,years friends like don
0,work took care cells early morning son fever home rest day taking care ok
0,just possible hour shows next week being sick sucks now
1,awesome great back houston
0,suffering monday tuesday wednesday thursday friday morning blues
1,im hair
1,will follow thanks
0,wanted
0,throat
0,ur links work
1,save wait only worth leaving brooklyn
1,thank fantastic day
1,update picture
0,here
1,free lesson french
0,proper feels like summer now course need work tonight
1,texas school nashville way better am class
0,right finishing laundry rain fell
1,day going work like look
1,now game clothes can fit begins win time lol kinda hate packing
0,david fast thank video lol
1,proper cute lol
1,say say like know ya stuff book ave taken ya fancy lol xx
0,still ill wow destroyed patch real fun thought log bit
0,hate not being able find internet
1,great better here
1,bored being friday makes better
0,camp missing derby
1,lecture president kind president will according previous interesting
1,best ve heard tonight
0,looked found hope blast
0,not sure ve seen stuff linux can install simple software linux fails
0,feel old tonight
1,greetings world today
1,good know lol let know can help
1,going see younger brother home visit
1,te don need google translate time
0,ll look stupid still totally invited
0,cool little gaming time
0,don think arizona anymore
1,anti religious actually enjoyed religious nut
0,thinks
1,chips lunch
0,phone left eye burning want sleep
1,going homework help night
1,good luck strange see teams will soldier
0,hungry okay can call lol
1,laundry dont want ass just case neighbor comes
1,wow need see back bad maybe tyler can see today finally
1,party party mi
0,just sitting here room
0,long eat went bad
1,days til disney world
0,will sf day think will heading home
1,best berlin hope great time cheers
0,just hoping being implemented mind raw systems better
0,gay
1,great sick feel like lost day happy
1,brilliant photo absolutely love look
1,well needs little work
0,just stay home today sick bored
0,being home
0,well know ll sell copies sure lol way day days nj
0,bitch bad mary show solid
0,sick right now yeah body milk
0,watching real world time running
0,not tv tv accommodation stuck here ah well
1,well hard
0,suffering
0,watching race
0,try human powered cycles may able help
1,ok pool kids gonna mental day
0,man bored american dad funny billy
0,don understand play games
1,hello received dm can believe hate danny
0,house diego school tomorrow
1,thats fair backup plan
0,ve sun burn
1,nice nice day yeah northern ireland anytime soon xxx
0,scared mad sad
0,small bag soon miss candy coated
0,think time hot apple haven long time
1,don miss sports myth xbox mac mini jump
1,meeting year back lunch fun times good luck
1,listening shakira animal city
1,just only
0,know am sleep luggage love putting clothes
1,bit yesterday day think chick not cool
0,am here fun sister brother law florida home tomorrow back reality lol
0,cold cold like pa weather least ll funeral dress
1,ip myspace well royal pirates matched pretty sure
0,know liz korean liz lime tree tried big
1,just bought brand new guitar dollars
0,fed estate agents being lying
0,wishes see today
1,like famous people follow back can
0,stay internet down microsoft press conference fucking missing
1,talking
1,regular sandwich passenger near university bus
1,basic great wonder real fish pet types
0,just throat today
0,tired walked today
0,haven mixed emotions dont wanna leave guys
1,single buying textbook heading back mom week concert movie night days
1,don think myspace need lol
0,desire work today
1,playing wow bit effect black cats awesome
0,bands street come down
0,just made home better playing games ll see
0,wanting stay miss miss bed
1,going soon buy
1,well time started cooking friends coming tea ve requested cottage pie
0,time not fun
1,ll understand brother
1,still waiting number transfer new sim card
0,add saw bg made making sad cute
0,turn walk home flip broke
0,max now fever
0,orange juice cup anymore only
0,black white dirty
1,training week pull back well
0,hate www de coffee beans wind blow can smell
1,dog soon
0,still not now dns stuff sounds kinda long sorry
0,poor little boy still sick still pretty high fever
1,yes like version
0,wants see ai tonight
1,disco katie dancing
0,finally confirmation new shipped won here monday
1,cast lace train yesterday want continue min wonderful
1,feel li bit mo better friday ty friday
1,love just whole bunch man
1,yeah look little similar
1,wrong game thank telling means actually came right
1,dancing song agree
1,am listening triple present
0,diamond game butt
0,wishes weather mind sick rain
0,mate awful
0,am sick hate infections
1,work like usual ready trip vegas pretty excited shows
1,sitting missing air france storm mia
1,day
0,give will try later screw
1,can email detailed instructions want know fabulous simple
0,am eating cottage cheese follows
0,last day here
1,naval means healing
0,chorus adventures sight singing
1,bored wish people answer back
0,ve sims can play dropped down side fridge wait til dad comes home
0,upgrade went apps longer work
0,came back hospital dad still weak life just
0,guess just won talk like want just don leave saying
0,just horrible dreams still
0,wanna missed sick
1,thats nice
1,just amazing french dinner birthday headed room
1,lol like bus station bus stops train station train stops desk work station
0,pull images monday clients
1,indonesian
0,mins tonight
1,beautiful productive day gonna hit now will leave quote day
0,hate happens
1,leg running shower time god feel good sure miss working
0,day back kills today wait knee operation weeks fine hope
1,hi know
1,dog champion counter addiction
1,cool meet friends lol
1,not am suggesting
0,pretty sure just heard thunder
0,gonna take wit goes work
0,still don know jake tell wish told
1,can wait new tank awesome individual know
0,directors late damn
1,love now want
1,ok like
1,thanks here cold wet sydney enjoy pub
1,keith tour manager mel nice meet tonight
0,wants meet tomorrow night smith haven sure going work
1,em por favor
1,real week waiting little free time watch care review finish
0,wanna see live
1,family went gift industrial strength not exactly typical year old
1,work now let games begin bright early met great today
1,just happy right exact moment
1,chocolate lonely
0,well like pages write dice
1,last night aka birthday
1,not made scratch certainly can
1,pretty funny
1,lean
1,thought todd tell todd not hi er
0,just back swimming pulled muscle tired going sleep night xx
0,thinking degrees hot
0,monday blues not feeling well
0,dont beat
1,see star trek happy mother day
1,lack sleep wonderful feeling good morning
1,finished pictures flickr now time weekend newspaper yard sun cup tea
0,subscriber rate going down
1,hi greetings germany
1,dude fun free stuff
